V1,V2
617,979
400,1082
1972,968
700,260
1971,512
486,222
715,915
1820,2280
163,2441
1948,2044
156,1810
349,1217
1362,243
131,2123
1194,454
884,2236
1952,1904
711,739
14,1538
190,1842
2355,2358
652,1864
1354,2308
692,833
245,2083
1741,681
182,1519
348,1355
172,2079
1471,1561
310,1547
951,537
685,258
544,1816
899,152
1872,2145
2089,2278
863,471
1672,220
931,110
269,1217
1908,2258
1568,1940
289,1359
2047,2085
2264,1582
438,113
155,1352
1790,392
1610,1551
231,1535
203,2070
421,213
2377,2359
1345,2272
1745,2433
370,1868
832,2027
278,57
1408,2233
1227,21
282,380
216,2084
1101,501
187,837
302,1900
242,1942
2465,205
1092,251
2463,2316
360,1250
455,472
311,2030
649,1537
1294,295
1577,1441
151,2402
869,1466
2490,1164
2026,2452
2426,1003
1006,893
1800,2379
1109,1906
481,2448
1570,2113
2247,906
1499,917
2411,2167
308,1719
2091,443
344,1225
210,926
997,222
2116,79
162,1874
1680,170
2135,1749
115,2122
969,1179
193,339
867,1699
104,1872
276,1304
2165,2467
513,2203
1569,384
2435,1106
722,1948
1915,2244
343,1606
80,1289
274,1519
40,1320
145,1266
1893,1255
207,1698
866,393
312,1493
134,1673
932,273
954,2130
1368,2369
7,1384
1863,2250
1864,1950
844,470
840,514
721,2252
2197,2245
1486,1713
2297,2495
1594,797
286,2028
1105,1999
530,513
2251,2324
99,1860
685,135
388,24
2273,2321
362,148
2478,525
680,88
1891,776
516,1428
1093,1486
604,19
451,57
2490,796
1005,373
2291,894
2459,712
397,411
1332,1154
1687,2426
2269,356
67,2050
1908,1194
718,1325
170,1473
444,2150
1302,2385
687,504
274,270
1704,2378
357,1511
126,1963
2226,676
2411,944
194,1850
267,230
291,181
713,1270
478,1361
388,2496
1745,2243
55,1630
1753,2266
2143,1961
2407,2299
1488,1425
919,50
793,687
885,320
108,1503
2326,2241
1137,2327
154,1318
2149,1444
549,425
1491,1634
1840,2005
955,805
2405,2297
2217,326
2170,1061
1986,2278
2404,2401
475,303
1530,2291
699,105
216,1689
762,1377
465,202
1327,406
1890,2364
858,142
1787,1520
666,2077
1465,2212
1050,1462
2296,1286
820,1044
926,966
946,481
415,1771
653,1281
795,334
1049,1028
353,256
2340,1857
973,510
889,193
1601,606
984,1184
1343,2238
435,1505
2166,2398
373,437
217,2014
585,562
1877,1347
293,1261
378,527
1277,168
2132,2234
79,1920
946,879
801,482
127,1915
964,465
949,2489
129,1998
286,276
669,244
2401,842
2146,1941
441,450
364,2086
1580,1537
1414,2443
1987,2268
2044,2456
911,1967
2462,2381
722,394
1379,1617
446,2111
2324,2033
272,195
828,1990
183,1327
543,380
2017,646
1464,2428
2198,2458
36,1227
1556,2487
998,1528
1400,2234
818,130
2358,2204
115,772
358,1919
696,524
78,1318
1916,687
1293,2043
1051,2007
677,1104
54,2073
455,2060
174,1331
787,1969
186,1459
827,102
945,2429
2268,131
972,1777
178,1239
339,489
556,2188
633,1594
311,302
181,1316
513,2200
451,621
326,2391
1577,1478
2481,840
935,2144
975,2046
253,681
55,1428
847,448
581,240
1786,1955
123,1409
2496,2080
456,404
184,1475
1396,2081
1556,1320
400,474
422,2001
263,1859
1610,1609
2208,1447
102,1384
1325,2488
44,1267
250,546
1539,2068
362,2051
865,351
654,138
170,1432
638,1236
1064,2030
51,1205
839,171
840,885
1944,1375
1582,1910
1594,1779
34,1341
66,810
466,205
2491,860
2475,438
144,1254
2390,2331
761,416
860,999
1290,210
1254,1164
139,1290
2321,1081
1002,361
1165,2194
156,523
1466,1316
1504,2153
12,1534
1447,1607
615,211
965,2051
474,981
109,1375
2248,559
2431,1410
24,1400
893,82
1489,754
1777,192
245,2080
2196,2012
247,2107
2090,714
995,490
2030,311
2136,1206
78,2234
349,614
332,2042
2207,1121
950,1230
1022,2075
1036,109
341,607
409,2061
2495,2331
609,430
46,1295
2353,584
1035,2056
47,1222
2279,831
259,552
2472,1249
1519,1959
234,1254
10,2495
1274,734
2144,2120
528,2364
1921,2247
1799,2487
317,983
59,739
108,1488
133,1811
2215,1098
285,1298
1603,545
840,1193
1799,213
506,480
1383,1652
842,2033
116,1558
1259,2074
1828,2386
2397,390
1351,739
28,1506
1247,2031
2498,1414
1234,1679
1697,2162
1263,1154
885,2064
903,2397
720,1984
1478,1058
2182,81
221,1841
1967,1628
1298,2386
1982,1392
2203,2386
598,2042
1910,2400
532,111
458,1209
94,1157
160,1391
106,2219
103,2255
246,2072
797,779
991,2108
22,1377
1950,1761
1192,2006
208,1376
1056,1760
1319,830
647,1666
2353,986
2254,516
1013,1778
265,357
668,465
995,1118
41,844
1903,1579
101,1498
828,2229
764,1869
964,2005
1541,539
1188,2020
246,2250
903,2002
1975,1453
2486,761
1684,2361
762,2067
21,68
924,1973
953,1490
1321,1094
1297,1589
2368,2175
1902,1351
525,1383
340,2026
603,2001
1021,215
1438,285
51,1776
1512,1428
406,20
1545,70
191,1401
2035,500
2223,435
114,1248
439,89
831,1191
1133,2050
1298,2034
18,1553
783,834
2017,2009
678,2036
294,2036
756,15
1977,1212
367,1248
85,1415
1298,2028
835,345
1763,691
47,1387
726,83
77,1439
130,1365
952,2000
1632,968
1183,2078
1538,323
1425,496
2277,628
394,2042
159,1404
253,2033
1866,1314
2238,2293
232,769
727,2005
865,486
931,140
2311,330
382,2046
1131,2000
978,2036
654,2047
1421,391
536,2046
542,723
2408,294
2154,325
2040,1566
22,222
395,2047
620,2310
1265,1698
511,1437
454,2332
1184,2019
334,686
196,1354
1386,1221
857,2081
900,2412
1712,101
946,2025
487,871
1249,1898
742,2012
2348,2398
27,1543
758,330
1732,10
712,752
177,1310
2307,421
89,1491
903,827
484,2484
279,585
191,1326
70,2265
1609,1880
1422,1326
1759,2477
996,159
853,1062
2327,25
2245,2264
988,2032
131,1355
644,711
1130,2039
1985,1914
75,1383
389,2079
192,2476
1119,2462
188,18
223,2222
2222,1636
1143,2015
1589,1228
2108,390
1685,97
627,1025
486,874
904,273
432,252
1215,2017
292,157
473,2083
198,1898
1304,553
498,2027
2147,889
2355,1547
528,1052
946,1202
1984,2343
1268,2069
19,1350
696,2074
937,1725
2429,1373
2480,147
472,2033
206,2016
1850,1268
839,930
758,683
659,2441
368,2085
26,1238
650,2065
190,1328
805,2029
25,585
1671,1169
560,438
2321,2353
918,1165
983,2420
796,891
120,1491
56,1298
13,1324
640,505
773,2028
1862,578
1212,1882
1214,1693
334,496
99,1478
156,1366
550,2006
1426,2204
2231,1186
181,1307
544,2069
1041,99
88,1202
662,1332
1021,2023
1695,1951
1015,110
587,1063
2120,987
995,304
444,1941
2460,104
1918,755
2391,637
62,1313
421,1359
1200,1084
1149,1119
2187,2478
1119,2062
700,401
39,945
677,688
2446,760
908,2048
1684,2142
583,1702
2291,112
658,668
912,2472
400,1823
504,2052
209,1560
716,2029
1482,2448
506,387
1876,2481
1591,2307
185,1206
595,2490
2019,1655
925,2060
629,943
2118,28
1314,90
998,992
464,437
263,1415
346,101
2137,1895
148,1313
643,2024
1031,615
975,1028
985,698
1337,354
178,2450
778,695
357,2244
723,2009
2383,994
1995,1006
984,2002
856,625
907,988
1290,76
197,1285
574,2049
1124,253
526,639
2215,1615
809,2033
2256,126
950,2019
2286,1400
1276,1415
237,1806
71,1766
319,1703
1434,1860
89,1338
950,330
1809,2094
1082,2105
98,1317
1482,1842
1119,499
911,25
215,1201
583,121
1943,1534
1153,2023
770,1131
1684,1380
1439,2183
570,811
1134,2033
552,1157
732,2417
217,1314
1581,1949
2296,180
2322,290
1200,852
211,793
1339,1187
220,2087
48,1471
362,561
1130,2041
2302,529
792,200
161,1174
1497,2352
98,1224
871,2234
223,51
67,1272
2286,1936
2011,209
1441,2364
36,1396
7,2120
178,887
99,1331
260,2075
70,1487
119,1494
45,1337
1135,1145
255,1204
706,267
1626,1022
1333,2090
201,1210
1635,1015
203,1349
102,1467
1052,2021
2139,1371
1035,2017
1084,2409
717,316
107,1213
948,160
654,592
1056,699
369,2086
543,1680
55,1256
1128,2084
393,848
469,1029
599,492
92,1300
1072,1151
2150,472
31,1436
672,1002
1389,297
232,2081
370,1079
971,1678
113,1213
696,505
2491,2367
2181,1759
1115,2039
1956,1153
1269,525
591,470
2217,226
637,1584
2397,1656
2411,1496
2318,1840
2268,8
670,1497
40,1282
681,1239
1817,1394
853,99
2111,1896
1502,1526
1283,1016
524,581
194,1560
887,838
216,163
483,274
231,1237
102,1569
159,1275
882,942
397,987
492,67
654,2005
456,2426
687,777
1963,1728
1075,509
1465,1590
1695,1930
1806,450
1312,1403
561,302
601,1187
130,2088
1998,2263
801,2028
2019,1786
1723,1887
147,1453
1277,2008
830,2342
1968,0
2500,1278
2500,1174
500,553
609,1397
727,1022
582,321
198,1360
158,1616
2042,2428
206,1409
1847,145
2462,356
1,1254
1424,1130
1526,586
351,271
2210,1293
583,755
359,1483
388,2062
1197,882
375,46
218,1501
129,1555
2026,1607
1446,1151
163,1261
840,434
499,409
317,2082
794,2044
436,971
2349,2455
503,2024
843,2039
323,2009
46,1230
353,792
2241,806
245,2486
2378,329
822,2071
170,566
971,2031
1496,440
1846,732
523,230
375,2002
994,573
81,1495
448,2290
1216,2021
26,1206
1082,336
48,1426
2028,1615
840,1133
1626,2335
2405,1269
310,1442
14,1555
518,2004
529,2028
816,1393
1538,1918
336,1179
1047,1813
826,1984
1624,762
180,182
1910,1399
263,2254
932,939
85,1297
115,1520
46,1275
185,1481
619,760
241,441
72,1338
2134,875
448,979
1157,1161
984,2084
1338,431
106,1561
329,1442
112,1474
484,518
460,1809
1133,1302
324,934
423,1528
904,2019
590,1007
535,582
521,756
788,405
1746,710
734,1509
1891,913
290,650
239,2052
629,809
1136,602
664,1117
658,2374
796,2022
423,1767
1202,879
2412,821
1034,17
2357,974
1009,799
2310,947
2070,2251
992,1460
187,1361
1610,1477
1848,771
562,491
1217,401
2121,1759
2402,1021
2215,1984
1830,285
119,1544
1147,655
203,415
597,1786
273,596
61,2258
1206,610
587,808
695,2015
218,1265
52,1535
1410,796
2216,2320
221,2027
384,889
199,1336
941,2041
642,2006
1135,2009
624,510
2350,1641
717,1113
976,1382
281,1063
920,1405
689,2013
706,2040
771,754
51,1367
1600,2141
847,279
96,1400
60,341
1834,1376
993,1236
1269,1517
81,1567
2430,1200
1203,1092
1265,84
1711,241
38,1535
1242,1724
596,2078
787,1982
1226,2111
697,683
114,1421
1520,1614
867,2016
1009,909
899,2083
131,1292
275,399
996,670
1585,2376
1435,1865
1167,137
1555,1656
24,1518
676,1063
2157,1291
597,2330
103,1375
94,1325
178,1443
929,576
948,2013
1020,1132
1358,1111
2104,1148
625,2018
487,2029
361,1232
314,163
931,134
1457,1207
701,1959
1905,771
82,1330
940,641
2399,1295
715,1038
162,356
47,1424
1028,675
1169,2022
919,2049
549,253
223,454
2470,11
1168,264
627,2036
160,530
109,1265
108,1446
1490,2208
620,2082
136,2175
586,2068
1283,2094
788,1180
286,2059
371,1361
1490,457
133,853
501,127
270,1480
914,135
194,1385
457,1308
15,1521
578,1739
834,788
578,2309
1884,384
1259,1219
1985,2391
1144,2084
1065,2046
2291,1253
526,2052
69,1403
1483,2320
1502,2370
862,2011
1102,2377
517,2027
441,2078
2484,431
987,105
480,336
1560,31
743,1044
562,2082
137,1441
119,1301
618,113
613,302
1685,1179
767,459
123,1548
212,2043
217,2065
405,951
1125,2009
1054,2075
2471,383
2278,710
152,1201
1066,1626
1400,978
2065,2210
250,236
73,322
331,230
317,1299
1062,2442
668,1308
164,1561
2328,1213
138,1296
1950,319
96,1401
1602,1347
1199,2017
792,975
595,2042
199,1268
218,1267
265,1399
1202,2031
33,1208
274,2051
1085,1457
27,43
77,1389
71,1413
1422,315
796,2001
200,1437
909,965
136,1516
457,2061
536,588
169,1285
607,781
1127,2044
1001,603
792,2028
355,2087
1297,1250
28,1338
375,1479
1113,507
335,2028
494,147
551,2064
337,2084
1703,1195
208,2236
334,949
1479,785
75,1375
820,2465
1018,34
319,2048
1,1472
1143,605
989,2191
1723,107
1334,633
23,1442
1389,2082
786,2084
1783,2127
807,1297
832,2369
897,2002
2089,157
316,617
2404,1653
2245,660
1124,2052
1167,1771
214,921
2082,945
1419,2260
1597,2405
145,1488
187,1253
164,1296
1534,763
2070,103
65,1464
1931,2197
1089,2306
1293,2031
1683,195
436,2025
1359,234
526,812
973,1256
134,1374
525,350
2490,1967
2180,1110
126,1350
385,30
2357,2266
687,462
745,852
1781,2184
64,1249
2080,835
127,1259
2194,1859
955,364
1909,306
134,1485
761,1243
1542,242
763,2067
548,1317
1073,2053
265,288
1407,2342
208,579
896,439
1349,907
628,1211
511,55
103,1413
100,1254
380,1424
68,1827
1392,1733
4,522
1483,744
1829,1908
427,734
2084,2418
290,719
208,490
352,274
1687,965
1301,1
952,630
790,2031
257,1094
638,752
809,629
280,2046
598,220
1397,1015
52,752
111,2086
2388,923
139,1544
1583,1366
987,2328
226,478
95,1375
1853,1292
428,1134
1581,2266
472,867
974,1949
710,518
1864,288
231,1140
2357,2069
860,2082
235,1064
1369,1545
953,1782
999,958
857,773
2065,557
658,1255
211,690
1310,1641
197,1549
1454,304
74,1297
202,804
2002,1498
738,815
60,1475
134,1510
203,1412
1102,2467
475,2065
900,1380
2006,2440
1032,1015
128,1370
805,50
212,2053
2435,287
536,1606
2427,1140
187,1390
478,2042
1429,284
2322,2391
1011,1152
474,347
675,2285
1741,1206
2013,1628
1512,2211
332,825
296,543
699,2480
246,2059
1137,1145
206,1394
2335,735
2303,229
1356,1062
751,867
845,2072
2270,2466
789,1535
837,1834
2285,1959
180,1546
592,1063
2308,2350
622,836
564,2248
2355,1475
2070,37
1857,1018
671,2262
370,977
733,13
1184,1901
1730,739
636,1356
1709,2324
558,113
807,2029
73,1423
540,1414
289,2024
2215,1856
860,2371
687,2083
1026,2033
428,509
118,1405
588,2015
298,653
1650,278
2235,1161
295,1381
1449,560
726,321
195,1445
300,883
584,2026
1178,898
166,1380
963,1056
134,1061
189,1201
120,1356
568,2078
140,1481
1991,635
2172,1274
1105,2019
1971,1094
533,155
405,996
2315,2308
1163,1314
1186,396
1014,1218
500,1004
1316,2447
793,22
1013,788
126,1203
236,742
164,1294
957,1737
1750,2431
984,1172
229,2294
987,687
1772,939
904,2006
141,1313
837,1156
1433,2153
426,1287
145,1302
47,1266
348,2170
231,1238
2061,195
971,906
2121,1210
1692,2115
419,1434
160,2200
1973,2097
986,93
432,376
697,1454
118,1339
211,1250
210,1751
2351,1236
1362,849
1789,2496
862,54
1987,1879
1105,1790
132,1415
67,1317
533,1207
1197,1037
475,1194
1631,1787
1567,1610
744,2300
1100,1157
667,466
582,1197
492,2027
390,2018
225,1054
357,265
265,2072
2009,1456
2267,987
636,2075
111,1421
2328,1864
117,1326
2382,816
1263,805
1302,580
194,1383
919,136
375,536
389,439
839,1995
950,493
2223,2254
760,2079
733,206
946,2061
705,945
545,2033
102,1537
1386,903
326,1168
1086,2334
51,1441
219,2033
1921,1673
1158,179
326,425
363,383
635,391
172,1221
157,1553
1867,387
428,1569
2242,821
480,702
989,1058
1674,1348
1356,2161
753,854
1290,60
70,1365
1542,2256
776,1321
189,1504
1917,363
2225,213
1793,1500
1268,2077
896,495
1418,954
255,621
1502,2474
975,403
96,1539
931,1307
49,1494
208,1470
424,694
975,54
642,987
995,1095
1055,2236
1274,2029
206,1519
1278,726
1214,1416
1821,478
1245,2051
1469,988
1144,328
437,2029
977,1005
1164,286
807,765
698,273
62,1421
1334,611
2102,1326
2117,2486
139,2299
1595,1509
318,567
160,1469
1352,182
863,1420
1603,840
793,457
271,136
793,2032
2370,2028
778,1565
26,1471
340,1341
164,1400
331,1465
2349,2190
2032,752
1039,2335
869,464
1877,2472
30,2002
943,284
2204,534
1156,2067
2063,2097
1917,578
1147,2052
1956,1883
533,1206
1483,849
439,1579
61,1549
377,822
703,80
1046,1452
2219,666
562,2055
174,1210
998,2429
232,120
1568,737
1581,1157
112,2293
1977,156
1049,2019
67,1510
821,1258
129,1465
1275,620
976,899
585,27
1977,1636
222,1343
657,1366
1842,1397
797,1831
2113,1285
553,910
2116,1204
1178,1157
2031,1354
981,861
953,2069
598,1428
485,1508
1102,1948
111,1285
1192,2048
1062,2217
364,11
1449,2439
4,1396
591,184
435,1061
1046,970
401,704
252,2009
2286,1212
925,935
826,906
255,2021
209,400
529,2203
891,353
1597,1120
1889,1965
1767,575
698,2064
2168,47
9,1271
268,325
1847,916
520,119
443,2009
1148,1140
1499,2343
427,2056
1580,1665
418,1241
95,2290
1515,2323
495,520
1012,731
70,1438
197,1254
250,1211
54,1394
1067,2006
270,728
218,1947
310,2018
501,2056
892,2050
216,1566
8,1473
974,2066
1200,1593
1185,1539
890,1957
341,2062
949,1079
1448,397
367,903
646,1416
1083,2075
201,1220
270,2027
456,2084
42,1266
300,1403
3,2044
730,1343
57,1508
931,201
454,63
312,7
1718,2049
1033,2007
665,423
188,1362
1157,1827
493,2080
173,1300
1749,1923
156,1382
195,58
241,1644
681,2085
100,1226
1589,1061
1160,2223
534,247
820,797
1006,209
347,1125
1644,800
2423,463
657,452
319,285
849,925
203,2046
1490,2008
530,414
149,289
243,225
765,778
505,2261
1327,1757
2239,2388
856,1439
1427,222
2489,311
1682,821
129,1412
636,1486
1369,801
976,2087
230,2065
414,861
1825,815
1552,1150
850,894
1042,1504
1255,1566
578,996
249,2004
550,2047
193,1237
990,1021
144,1391
1222,917
881,2024
1854,292
1099,1810
1181,459
350,2036
585,2003
86,844
1305,1317
58,1380
1120,959
175,1404
1446,1283
207,1309
928,1549
304,634
1726,2440
2406,1794
2381,574
1758,24
1226,2001
529,1134
254,434
800,116
816,2066
1815,961
976,2054
1174,2058
229,1351
965,1085
1600,1311
34,1434
40,513
148,1313
204,607
1725,699
319,2036
614,154
448,580
748,493
1276,2032
773,1709
629,1380
615,2085
1204,1125
463,114
233,1621
611,2041
790,1400
40,1490
1842,667
889,1058
1455,353
2478,596
542,2020
654,683
375,1190
1348,1399
332,1285
1965,671
331,521
20,1394
1888,1521
1015,1070
1017,2026
552,155
766,329
2190,1220
2479,2145
55,1285
1619,1839
445,355
971,623
2087,980
1833,1758
643,1116
1367,349
1167,1209
1635,312
999,2085
814,2127
1379,565
351,1761
162,1402
697,199
109,1289
33,1245
518,2034
273,363
966,1249
1719,1318
1138,1941
597,967
157,1320
682,1112
620,2053
623,1274
2227,1731
507,1355
914,928
197,1449
354,2051
378,2015
20,1994
1392,894
2202,1407
1146,321
445,598
2463,191
804,1175
280,2008
227,282
765,690
1851,1961
509,546
541,184
648,2394
106,1241
740,1138
1161,2077
2431,1983
1465,1353
92,2191
52,1454
1009,1072
801,945
1677,2003
2150,1272
48,1553
1429,666
582,1173
967,714
732,148
1922,1922
1984,1628
2306,1552
893,1195
647,2038
67,1443
1833,121
317,1061
47,1219
62,1280
457,664
1116,688
399,1227
156,2474
1550,989
462,535
859,2077
1760,2137
2118,450
368,98
1803,1717
120,2221
1156,612
1368,2113
165,503
987,1385
1805,1952
1020,2026
1705,489
343,354
581,427
169,1329
1803,487
1179,336
2147,2182
1233,2085
66,2493
1980,1433
352,95
419,309
758,1237
452,695
1511,1359
789,2020
64,1201
1647,2156
2497,289
21,1279
1712,466
139,1637
1207,280
130,1430
22,1269
2443,699
1108,2199
884,2063
1347,1190
324,2085
898,65
1242,2011
1364,832
640,2021
2392,468
2267,1561
1970,1101
1008,548
824,2034
1155,936
988,446
928,2300
203,2372
1650,655
939,2002
995,255
664,1215
2465,1339
307,295
1709,2147
836,308
1834,2269
1628,694
1405,1704
2084,1475
2191,697
1292,2496
1734,1878
1086,875
218,1351
132,2471
724,785
555,9
1114,2007
1327,830
481,2022
167,1773
577,930
1335,1953
2013,2425
422,1138
2208,2427
1948,451
98,187
2169,50
340,1379
672,2264
469,452
142,1291
910,2079
514,1231
2376,2057
893,1002
722,1062
1124,2010
492,1631
1037,1214
625,965
983,724
254,1222
1862,2244
2343,2304
41,1448
756,195
2154,1621
1966,2181
769,1380
1203,1510
882,1274
46,1277
998,2420
1336,2483
1903,87
589,203
762,2170
4,1314
2370,2159
875,1208
2330,2371
2468,1406
905,820
642,1048
64,1440
273,1854
385,940
339,439
527,1079
2466,1101
975,451
288,1552
2264,1329
945,933
161,887
1958,1775
404,1091
77,1529
899,2083
1262,1161
49,1269
178,1420
720,2023
144,1365
425,964
859,1828
828,1852
1106,2046
1152,2216
928,867
568,1605
125,1538
333,2448
1060,148
606,2077
2139,918
1473,2443
1046,542
328,2453
176,1248
212,1215
1464,2385
120,1361
2049,1868
400,2085
1088,2033
42,1370
915,2069
851,121
912,1575
581,775
1032,2066
645,150
791,2007
626,1278
386,776
23,1452
1319,2145
509,853
1520,2180
2060,684
1798,475
920,254
257,2083
264,1212
243,280
1332,339
353,2058
2135,2275
291,1975
999,543
546,535
698,759
490,871
426,871
395,647
1236,1298
683,2043
1858,1900
79,1460
1108,1111
13,445
838,1935
344,589
572,122
2432,2446
789,111
202,1377
813,1193
601,1963
1726,683
2165,1916
149,1481
1601,1146
27,1281
2110,1560
431,2456
241,2078
174,1294
708,2019
778,2074
859,2070
831,303
513,1107
2097,1954
1528,2392
1082,1128
354,921
1466,2223
210,1553
1739,1449
454,962
867,626
284,2017
1190,1632
743,1152
535,996
1519,56
95,1519
378,187
115,1378
545,2083
480,270
503,94
1968,616
1396,1244
87,1386
1049,1599
1285,1969
670,601
534,2058
82,1530
151,1451
1631,2165
1995,535
182,1252
811,1788
63,1071
496,2033
87,1563
385,2036
299,1608
664,545
1946,125
1398,778
2332,293
799,1160
735,1682
796,257
422,1915
812,158
2277,899
2320,723
532,1293
1014,73
99,1299
913,2063
838,2031
177,1279
1396,1786
1177,134
1083,2007
1826,1102
1855,168
622,964
1279,2086
347,1634
143,1549
426,2006
149,1352
973,668
738,37
749,983
1026,1668
324,2006
1743,1904
634,863
1064,2021
961,3
1000,2084
406,543
1152,1302
284,2274
941,835
1240,587
1662,1644
1051,1620
2096,2035
254,1338
151,1554
231,126
1085,2429
176,252
990,1110
1490,1093
54,1207
820,2079
256,1347
1247,1917
1453,1242
406,1380
880,2049
2019,1558
295,2110
122,1200
214,2079
2155,1692
129,1516
2071,1017
932,1042
1501,1594
1035,755
112,1548
1636,1243
570,642
1076,2021
21,1321
134,1336
573,346
1872,2317
828,867
386,146
23,1449
731,2455
398,847
10,1556
1011,2058
827,2356
608,2027
1230,83
1511,1116
428,87
1140,840
2158,53
2146,600
621,1919
1450,777
2411,555
1481,453
147,1258
2443,1206
1599,843
411,2071
175,1453
802,1352
14,1206
670,2060
99,1397
206,1449
2450,2324
1550,1745
777,1940
936,841
1504,158
230,319
847,710
972,994
1218,2033
589,2050
419,2348
2193,1466
2051,984
1313,1435
795,2324
2327,987
1055,2084
1769,953
1925,2416
727,960
1725,1264
603,386
559,1059
2276,2231
185,2170
676,1926
1300,1353
209,1307
2164,1628
523,366
165,1375
1682,1292
1031,1242
0,1346
102,1445
512,1684
2079,1303
896,510
1798,2445
876,2015
198,1315
1190,2029
982,2401
798,179
495,2005
1126,934
1155,305
1211,2150
359,321
298,2069
245,1643
360,1157
846,2281
1918,1309
1324,1839
477,1099
1981,2203
412,2226
1775,1338
2325,2287
2460,1898
1316,247
1451,2290
1356,1769
810,1019
1522,2378
920,891
206,1405
12,662
1395,708
574,2136
882,908
1471,0
611,1931
170,2343
708,1677
830,1749
539,255
1372,1345
145,1239
137,1356
348,657
590,306
2155,1851
2491,304
1512,531
143,1347
640,1336
980,1258
1432,1466
320,2004
30,1429
893,1243
554,525
1222,1952
1048,2079
2214,1560
1193,350
1159,1006
290,1227
1645,725
1569,2385
232,319
2492,1682
1415,1940
413,347
785,872
2340,1025
2493,2003
1012,2357
500,1157
602,507
508,1661
254,1216
30,565
371,340
1114,1146
450,169
614,2020
776,1598
660,2212
490,248
890,2019
1624,1344
295,91
572,2008
506,783
950,2271
751,584
815,448
242,386
904,409
593,250
837,861
1053,844
470,2372
975,2003
82,1453
148,1853
58,1560
573,2057
1033,2088
651,378
1573,688
357,1506
1287,2353
585,665
163,1222
1518,31
2396,897
1382,1075
275,1055
147,1337
1002,2001
1065,2039
322,741
1125,1482
252,2063
1390,425
472,2033
2399,1736
1025,2218
410,705
1313,2330
995,2008
717,458
1696,1791
322,2100
635,2336
2128,2256
1897,452
667,437
275,804
932,2192
184,1459
56,1270
1075,2083
203,1503
1277,2445
1034,133
76,17
1143,2059
178,1540
1077,2014
958,2017
442,2009
892,115
62,1358
136,628
1778,1243
100,2252
928,584
2474,156
464,157
1499,1032
637,278
48,2375
717,2084
1314,8
838,472
1160,1521
1190,2034
654,1109
848,76
1388,36
2075,640
495,2054
1169,82
2188,356
1316,829
204,1348
1256,1296
455,129
202,515
1506,1986
2161,113
1071,2243
613,1082
608,358
2256,855
822,636
8,1324
1714,1876
1498,281
696,2059
146,1492
1761,931
1136,2055
2362,1878
934,1894
2138,2052
6,1270
86,1522
741,299
54,1233
1074,2009
2192,1189
286,614
2416,2325
1197,1453
191,1339
682,2269
832,2058
739,2086
113,1442
1718,1784
292,112
267,867
2077,194
1230,2074
1682,582
2067,2457
569,292
2095,416
851,522
644,2035
761,1353
385,2476
628,1420
1113,2021
2091,1046
902,435
953,89
330,1127
394,394
269,2074
855,327
1354,1758
173,1247
721,901
1013,1941
1886,1460
1510,2431
831,2003
1848,1615
573,2057
1185,1264
2251,540
1996,2033
1361,1596
2133,473
988,2038
631,355
1383,1457
1212,2016
2456,178
2313,1223
1201,2005
647,578
1212,2042
87,1371
1680,583
496,2026
451,2083
1975,1218
2419,1776
730,1665
791,1760
861,804
1821,1737
1006,352
1076,1700
1943,1265
940,1530
1118,242
366,2409
919,568
406,2021
999,1624
2156,2202
226,105
1292,717
1832,1497
941,2083
1069,2050
525,2325
405,2085
983,2011
1066,1663
189,1383
365,2023
1745,1791
2415,2272
1900,1786
1435,1376
620,2028
536,1398
1602,1939
1020,2088
1683,1758
1508,969
2200,2445
88,686
686,396
173,1300
499,999
1557,782
364,1364
357,1310
741,2034
2117,2499
438,2043
1659,831
2345,1914
651,2496
146,1736
660,2010
87,1477
1126,353
97,1684
581,2032
548,2043
2386,2281
579,1441
1360,1978
56,1296
964,907
704,252
257,359
130,1441
1261,2048
506,285
41,1460
337,1177
1097,846
71,1298
1573,2169
1399,2258
207,1330
840,868
28,284
146,1476
364,1960
385,676
187,1564
302,2102
1325,663
617,1796
1349,943
2173,2187
828,2063
13,1214
557,639
682,2022
109,1860
366,357
350,593
1468,1634
1220,2036
894,360
1135,161
602,489
437,2046
346,151
1076,2083
827,2037
515,1135
23,721
201,2087
408,1962
2004,1161
567,1929
933,743
1101,2001
2080,1493
1628,171
289,301
841,2032
829,803
1173,260
121,1488
966,356
189,1933
1139,1503
1725,1322
284,1266
368,982
1961,1717
68,603
54,1375
967,204
515,1300
1209,1185
575,2071
990,2000
1360,231
376,1419
397,786
366,1207
790,2134
1351,2372
479,182
770,406
285,1309
701,552
130,1215
1376,205
2371,1339
180,1328
933,2062
944,136
892,958
1139,343
597,1176
771,651
111,1199
362,148
5,1461
2421,244
2257,2111
849,303
1964,2313
387,1523
950,1894
47,1396
887,2184
2293,1459
1572,71
1096,2203
444,425
42,1530
1200,2001
28,1325
449,2024
666,475
97,1309
255,1732
2362,2282
661,2014
253,1315
265,13
547,279
62,1244
176,1276
238,322
985,2003
1518,1984
2137,577
933,758
1588,1190
1057,2006
2252,1925
27,1091
380,2026
459,1552
1277,502
906,1047
624,653
2476,1945
1893,2195
743,411
1867,2379
153,1332
447,2062
342,329
116,561
230,346
515,909
467,2476
4,1412
1747,655
295,1562
878,2022
342,2476
14,1232
908,1956
1688,880
307,2034
937,2021
523,1991
406,1273
898,575
41,1045
354,2052
11,1470
1268,1901
