V1,V2
90,1331
305,2236
1693,1038
2490,755
293,1453
234,2247
2381,2263
1977,2329
1506,2092
511,2435
834,1853
1173,168
492,528
757,1937
1908,444
255,2109
1021,1191
500,448
1830,1304
612,1691
785,1244
286,2440
2378,1236
402,1003
339,2080
899,758
944,93
2102,2405
1415,91
1882,1517
36,1428
444,1357
1419,2149
1347,1078
1036,547
358,2076
2137,1577
704,1967
114,1717
2342,1750
357,2033
35,1424
124,1338
2279,900
251,131
2413,74
300,2023
111,1205
920,546
428,1571
705,1203
297,2157
281,2170
713,1995
0,232
616,834
1242,1891
1133,1630
1134,1231
1211,93
198,1425
771,1353
2008,1158
1747,1557
801,591
475,867
1091,1217
1997,1984
144,1056
1226,871
1013,912
1250,1707
654,1735
2411,44
1139,1323
628,1328
510,1180
993,51
1723,169
219,2173
2173,883
526,2386
2234,1788
239,2070
266,1294
158,17
539,2471
2494,2275
1157,775
433,1457
202,2240
1578,1529
1882,1645
1792,623
714,2049
509,1055
348,2135
1520,1286
154,1251
529,231
110,1558
416,426
163,1367
474,1446
1306,1340
259,1213
2103,2265
1083,1247
1510,1821
330,1845
224,847
902,2373
1393,757
662,190
361,1282
1082,470
1785,812
295,2158
570,290
364,2046
426,272
262,1293
215,2102
1894,1986
394,1427
1072,529
220,2148
260,2094
370,1657
2145,917
197,1474
1052,510
631,584
309,2191
1792,1852
393,2276
470,1125
226,1953
589,1882
1154,1743
157,1440
554,704
726,234
1369,1110
1111,1900
1030,1408
1796,2075
133,1569
2049,516
1632,1176
155,1252
949,562
310,2016
116,1539
1206,716
766,1790
1829,77
380,512
1566,1475
331,1223
2417,408
467,99
327,2222
241,2125
301,1283
222,1428
108,1562
1805,1378
871,1864
1262,1936
879,284
308,2097
806,423
302,2168
1286,152
251,815
17,1451
228,1335
790,1290
729,850
2283,1932
1096,570
1429,1793
509,1539
858,828
365,2170
280,1475
374,1342
87,1056
2190,88
2409,1411
453,1226
55,1918
2055,924
1877,130
234,2119
308,1176
460,182
232,2192
278,2087
1483,1780
40,1224
2008,842
1931,2376
1024,1681
1453,1999
479,1036
330,2195
313,627
2104,2261
322,2234
250,2052
223,2167
269,1247
259,2190
2250,811
2181,200
711,257
248,1336
232,1275
1005,1607
358,1312
844,1255
1108,1452
336,2079
106,1448
1251,1695
560,1277
1944,155
352,776
1500,1895
1336,950
2206,1696
282,1306
374,1299
609,1243
280,1324
384,2225
2478,1735
1081,1371
2179,1197
336,1549
2487,852
499,143
413,834
1326,1453
330,1564
665,1772
1117,1688
882,1945
1546,1170
222,1833
410,1517
1388,1042
2157,2356
1102,1193
1675,1696
481,1528
1624,428
623,2496
1086,1782
1884,610
1447,824
361,1215
1453,447
