V1,V2
617,979
400,1082
1972,968
700,260
1971,512
486,222
715,915
1820,2280
163,2441
1948,2044
156,1810
349,1217
1362,243
131,2123
1194,454
884,2236
1952,1904
711,739
14,1538
190,1842
2355,2358
652,1864
1354,2308
692,833
245,2083
1741,681
182,1519
348,1355
172,2079
1471,1561
310,1547
951,537
685,258
544,1816
899,152
1872,2145
2089,2278
863,471
1672,220
931,110
269,1217
1908,2258
1568,1940
289,1359
2047,2085
2264,1582
438,113
155,1352
1790,392
1610,1551
231,1535
203,2070
421,213
2377,2359
1345,2272
1745,2433
370,1868
832,2027
278,57
1408,2233
1227,21
282,380
216,2084
1101,501
187,837
302,1900
242,1942
2465,205
1092,251
2463,2316
360,1250
455,472
311,2030
649,1537
1294,295
1577,1441
151,2402
869,1466
2490,1164
2026,2452
2426,1003
1006,893
1800,2379
1109,1906
481,2448
1570,2113
2247,906
1499,917
2411,2167
308,1719
2091,443
344,1225
210,926
997,222
2116,79
162,1874
1680,170
2135,1749
115,2122
969,1179
193,339
867,1699
104,1872
276,1304
2165,2467
513,2203
1569,384
2435,1106
722,1948
1915,2244
343,1606
80,1289
274,1519
40,1320
145,1266
1893,1255
207,1698
866,393
312,1493
134,1673
932,273
954,2130
1368,2369
7,1384
1863,2250
1864,1950
844,470
840,514
721,2252
2197,2245
1486,1713
2297,2495
1594,797
286,2028
1105,1999
530,513
2251,2324
99,1860
685,135
388,24
2273,2321
362,148
2478,525
680,88
1891,776
516,1428
1093,1486
604,19
451,57
2490,796
1005,373
2291,894
2459,712
397,411
1332,1154
1687,2426
2269,356
67,2050
1908,1194
718,1325
170,1473
444,2150
1302,2385
687,504
274,270
1704,2378
357,1511
126,1963
2226,676
2411,944
194,1850
267,230
291,181
713,1270
478,1361
388,2496
1745,2243
55,1630
1753,2266
2143,1961
2407,2299
1488,1425
919,50
793,687
885,320
108,1503
2326,2241
1137,2327
154,1318
2149,1444
549,425
1491,1634
1840,2005
955,805
2405,2297
2217,326
2170,1061
1986,2278
2404,2401
475,303
1530,2291
699,105
216,1689
762,1377
465,202
1327,406
1890,2364
858,142
1787,1520
666,2077
1465,2212
1050,1462
2296,1286
820,1044
926,966
946,481
415,1771
653,1281
795,334
1049,1028
353,256
2340,1857
973,510
889,193
1601,606
984,1184
1343,2238
435,1505
2166,2398
373,437
217,2014
585,562
1877,1347
293,1261
378,527
1277,168
2132,2234
79,1920
946,879
801,482
127,1915
964,465
949,2489
129,1998
286,276
669,244
2401,842
2146,1941
441,450
364,2086
1580,1537
1414,2443
1987,2268
2044,2456
911,1967
2462,2381
722,394
1379,1617
446,2111
2324,2033
272,195
828,1990
183,1327
543,380
2017,646
1464,2428
2198,2458
36,1227
1556,2487
998,1528
1400,2234
818,130
2358,2204
115,772
358,1919
696,524
