V1,V2
1667,1081
358,1342
2245,1429
2125,465
1161,2083
1483,1738
60,1529
189,1447
2438,561
680,662
181,1867
372,2047
5,1457
380,476
1401,1701
861,828
1972,240
1048,1704
145,1421
408,930
128,1269
1825,1973
94,1551
272,1038
990,2013
818,163
2056,38
41,1371
16,1414
2456,2374
2193,1984
118,1339
136,1306
758,1040
1325,2018
369,2064
301,708
586,382
1731,2265
1031,1070
790,2013
788,2026
215,1268
1295,1458
1120,2174
1165,2062
1590,808
49,1430
176,1445
93,1281
224,501
302,1832
1103,671
1111,336
110,1302
936,2459
875,2313
812,356
1505,915
714,2087
1115,2242
1873,1664
713,1227
1260,2032
1284,2030
603,1463
1876,1143
244,1030
1745,1153
510,1258
2193,143
1963,1573
2496,736
2079,1819
383,153
694,2052
1207,2082
682,1621
1938,1445
860,380
1448,1425
793,2430
547,795
1766,1781
1873,1452
98,1297
156,1343
130,1459
1266,2029
1956,2149
221,64
1690,1184
698,463
1573,186
803,578
386,1215
1384,1208
962,455
813,2085
45,1401
1472,2371
255,2059
2495,1857
1277,1693
984,1693
1790,2288
32,1395
869,1192
265,403
2097,1567
1119,2205
1919,392
825,2077
14,1318
357,1871
949,717
567,552
1998,25
149,1401
1145,94
1553,1157
252,707
2106,2148
529,685
1205,400
1159,485
951,68
181,1544
195,1420
1942,1033
2137,1134
640,1233
1695,1300
1026,917
202,1535
443,691
1142,1440
889,334
2024,408
1010,723
1056,837
347,1141
1400,2428
623,418
797,2058
356,200
201,1542
1277,2106
833,515
1548,1221
2164,832
508,2028
2378,2065
1194,2023
2180,182
611,1079
1453,1227
154,1466
2036,2385
374,1308
616,825
1038,595
89,1414
238,550
2204,542
205,590
981,2019
89,1401
649,1231
367,759
329,2078
155,1317
150,527
436,2048
620,1215
2114,2077
931,1253
821,2000
1488,2145
920,767
368,416
1981,2165
521,571
1984,823
1107,2378
89,1283
89,1301
640,2066
198,1390
180,1413
1678,1808
1229,1884
504,1550
1897,1507
71,1486
1816,51
57,591
2336,685
1517,8
1801,1825
1669,522
550,1390
1886,1133
21,1205
523,2079
204,1337
1965,2360
747,1981
181,1499
511,1738
1000,2063
1667,69
1160,332
644,258
1767,2231
1883,319
226,663
925,867
175,313
220,874
2084,85
2060,957
1575,903
1345,180
433,474
452,248
210,1391
60,1259
781,1548
1283,1542
587,2080
