V1,V2
2477,2322
811,115
1120,403
1639,2294
2047,1002
2165,2439
164,1593
207,1644
1118,1345
275,449
347,1929
230,302
2135,2120
772,6
170,1231
1150,120
414,2204
362,292
2153,2318
2162,1038
847,240
1084,75
2431,627
586,239
2157,2262
404,2014
534,1688
771,413
456,38
2116,372
327,2099
32,1579
285,2192
125,1316
1543,1641
95,1285
261,2021
998,491
986,434
302,98
471,499
116,1763
42,1292
1216,1074
2468,2366
254,1797
921,918
0,1813
1397,2381
1598,1813
1938,2454
1051,1223
1389,246
1528,1764
299,2067
1525,2466
799,406
2080,1055
290,336
1475,795
849,111
1995,546
1196,387
298,376
1954,375
613,1849
516,1141
917,94
728,2257
1316,1841
2117,1971
1496,1306
175,2042
1924,1117
1124,1062
540,33
743,608
611,7
330,359
377,710
888,1396
2117,2495
2054,277
1110,1097
1917,2256
114,1534
1638,819
1186,73
2153,1260
111,1668
371,158
89,2317
1086,494
1018,29
83,2030
1471,2358
1827,157
447,1743
443,2276
1954,1618
283,1231
865,253
1698,1981
620,1325
1078,160
51,1276
1291,1360
2161,2370
1534,2252
1638,1423
866,145
1119,189
866,1517
1411,1563
616,304
1237,918
2352,2389
184,329
2485,2413
1249,242
2279,2410
459,2023
743,1436
268,1638
2431,2214
2039,1750
2302,674
2215,2236
578,1226
1714,1331
9,2027
1860,2282
1789,2319
2216,1848
2424,838
265,12
543,2120
837,2499
1647,2495
168,1999
2168,1082
1635,2495
1422,2253
877,1396
1333,310
133,63
2146,2422
381,1527
199,1388
29,1429
879,1105
1369,2367
605,59
283,1572
668,199
1899,1143
649,549
1026,1256
303,1426
2249,2269
481,2198
1687,2445
2418,2299
95,20
1659,95
1754,171
1211,1627
633,2263
2191,2480
25,1525
1310,489
1353,64
2000,2478
184,1430
598,1433
824,2438
962,1987
2122,1771
1399,2417
344,1588
1872,2280
2317,2027
380,284
2440,2377
371,1127
339,1580
1934,500
453,282
2305,2322
1055,142
118,1815
549,364
1401,1171
199,1912
1686,2476
1689,2312
1362,1875
1463,2480
1891,980
1681,512
1983,2312
829,1787
1269,1697
2350,1220
1608,1521
313,1813
237,1384
2037,2251
350,231
2336,1857
474,174
2043,2235
154,1222
1192,2334
5,1299
1195,2015
1435,977
532,2498
39,1838
1780,665
98,1740
931,821
1924,2257
68,1555
255,1374
317,300
894,39
1396,2382
1804,869
1691,2338
1290,101
1749,2104
261,2082
1548,1225
1464,2202
516,747
139,1487
219,1633
1387,1078
387,130
2129,1704
109,849
1732,2268
2023,2477
817,251
65,1987
114,1677
1979,2401
513,1255
2031,2372
212,1405
1143,253
654,272
791,2464
1282,2343
1119,115
1092,681
1402,1936
1236,1511
118,582
252,1747
254,1756
1751,2248
1370,1812
2112,2298
272,1870
373,1505
181,177
1465,2383
1454,1858
1694,1537
329,1320
2274,1525
223,56
2268,2395
176,1695
730,523
1016,882
1500,1033
363,1638
369,1467
668,2117
603,359
143,1736
